"Team1","Team2","Player1","Player2","Player3","Player4","Salary","Proj","Value"
"PHI","WSH","Bryce Harper","Rhys Hoskins","Nelson Cruz","Victor Robles",19100,45.4,2.4
"ARI","PHI","Ketel Marte","Seth Beer","J.T. Realmuto","Rhys Hoskins",19700,45.4,2.3
"ARI","PHI","Daulton Varsho","Seth Beer","Bryce Harper","Jean Segura",17700,45.4,2.6
"OAK","PHI","Billy McKinney","Sean Murphy","Bryce Harper","Rhys Hoskins",19000,45.4,2.4
"OAK","PHI","Billy McKinney","Seth Brown","Bryce Harper","Rhys Hoskins",17600,45.4,2.6
"PHI","SF","J.T. Realmuto","Nick Castellanos","Brandon Belt","Joey Bart",19600,45.4,2.3
"PHI","WSH","J.T. Realmuto","Kyle Schwarber","Cesar Hernandez","Nelson Cruz",19400,45.4,2.3
"COL","PHI","C.J. Cron","Elias Diaz","Bryce Harper","J.T. Realmuto",19900,45.4,2.3
"OAK","PHI","Jed Lowrie","Sheldon Neuse","Bryce Harper","J.T. Realmuto",18600,45.4,2.4
"PHI","SF","J.T. Realmuto","Kyle Schwarber","Brandon Belt","Darin Ruf",19300,45.4,2.4
"PHI","SF","Bryce Harper","Kyle Schwarber","Joc Pederson","Mike Yastrzemski",19300,45.4,2.4
"PHI","TB","Bryce Harper","J.T. Realmuto","Taylor Walls","Wander Franco",19700,45.4,2.3
"OAK","PHI","Jed Lowrie","Tony Kemp","J.T. Realmuto","Nick Castellanos",18900,45.4,2.4
"OAK","PHI","Cristian Pache","Tony Kemp","Bryce Harper","J.T. Realmuto",17800,45.4,2.5
"PHI","SD","Bryce Harper","Nick Castellanos","Austin Nola","Trent Grisham",19700,45.4,2.3
"PHI","SD","Bryce Harper","J.T. Realmuto","Jurickson Profar","Manny Machado",19200,45.4,2.4
"ARI","PHI","Daulton Varsho","Pavin Smith","Bryce Harper","Kyle Schwarber",18200,45.4,2.5
"OAK","PHI","Elvis Andrus","Tony Kemp","Bryce Harper","Rhys Hoskins",18500,45.4,2.5
"PHI","SF","Bryce Harper","J.T. Realmuto","Joc Pederson","Steven Duggar",17900,45.4,2.5
"PHI","WSH","Bryce Harper","Jean Segura","Keibert Ruiz","Nelson Cruz",19100,45.4,2.4
"PHI","WSH","Bryce Harper","Nick Castellanos","Lane Thomas","Maikel Franco",18400,45.4,2.5
"ARI","PHI","David Peralta","Sergio Alcantara","Bryce Harper","J.T. Realmuto",17900,45.4,2.5
"LAD","PHI","Edwin Rios","Freddie Freeman","Bryce Harper","Nick Castellanos",19300,45.4,2.4
"PHI","WSH","J.T. Realmuto","Rhys Hoskins","Lane Thomas","Nelson Cruz",18800,45.4,2.4
"ARI","PHI","Carson Kelly","Seth Beer","Bryce Harper","J.T. Realmuto",18900,45.3,2.4
"MIL","PHI","Hunter Renfroe","Jace Peterson","Bryce Harper","J.T. Realmuto",19500,45.3,2.3
"PHI","WSH","Bryce Harper","J.T. Realmuto","Cesar Hernandez","Victor Robles",18500,45.3,2.5
"PHI","SF","Bryce Harper","Nick Castellanos","Joey Bart","Mike Yastrzemski",19400,45.3,2.3
"LAD","PHI","Chris Taylor","Justin Turner","Bryce Harper","J.T. Realmuto",19800,45.3,2.3
"PHI","SF","Bryce Harper","Kyle Schwarber","Darin Ruf","Mike Yastrzemski",19100,45.3,2.4
"PHI","WSH","Bryce Harper","J.T. Realmuto","Alcides Escobar","Lane Thomas",19400,45.3,2.3
"ARI","PHI","Ketel Marte","Sergio Alcantara","Bryce Harper","Kyle Schwarber",19300,45.3,2.3
"COL","PHI","Connor Joe","Kris Bryant","J.T. Realmuto","Nick Castellanos",19800,45.3,2.3
"PHI","PIT","Bryce Harper","J.T. Realmuto","Bryan Reynolds","Jake Marisnick",19300,45.3,2.3
"PHI","SF","Bryce Harper","J.T. Realmuto","Darin Ruf","Steven Duggar",17700,45.3,2.6
"ARI","PHI","Pavin Smith","Seth Beer","Bryce Harper","Nick Castellanos",18600,45.3,2.4
"CIN","PHI","Aristides Aquino","Jonathan India","Bryce Harper","J.T. Realmuto",17600,45.3,2.6
"ARI","PHI","Christian Walker","Ketel Marte","J.T. Realmuto","Rhys Hoskins",19500,45.3,2.3
"ARI","PHI","Christian Walker","Daulton Varsho","Bryce Harper","Jean Segura",17500,45.3,2.6
"ATL","PHI","Marcell Ozuna","Travis d'Arnaud","Bryce Harper","J.T. Realmuto",19300,45.3,2.3
"MIL","PHI","Hunter Renfroe","Omar Narvaez","Bryce Harper","J.T. Realmuto",19500,45.3,2.3
"OAK","PHI","Sheldon Neuse","Tony Kemp","Bryce Harper","Nick Castellanos",18900,45.3,2.4
"PHI","TB","Bryce Harper","J.T. Realmuto","Josh Lowe","Kevin Kiermaier",17700,45.3,2.6
"PHI","SF","Bryce Harper","Jean Segura","Brandon Belt","Joey Bart",18700,45.3,2.4
"COL","PHI","Charlie Blackmon","Kris Bryant","Bryce Harper","Rhys Hoskins",19700,45.3,2.3
"COL","PHI","Charlie Blackmon","Randal Grichuk","Bryce Harper","J.T. Realmuto",18800,45.3,2.4
"PHI","WSH","Bryce Harper","J.T. Realmuto","Keibert Ruiz","Maikel Franco",18600,45.3,2.4
"OAK","PHI","Jed Lowrie","Seth Brown","J.T. Realmuto","Nick Castellanos",18700,45.3,2.4
"OAK","PHI","Cristian Pache","Sean Murphy","Bryce Harper","J.T. Realmuto",19000,45.3,2.4
"OAK","PHI","Cristian Pache","Seth Brown","Bryce Harper","J.T. Realmuto",17600,45.3,2.6
"OAK","PHI","Jed Lowrie","Tony Kemp","Bryce Harper","Jean Segura",18000,45.3,2.5
"ATL","PHI","Adam Duvall","Travis d'Arnaud","Bryce Harper","Nick Castellanos",19200,45.2,2.4
"LAD","PHI","Justin Turner","Will Smith","Bryce Harper","Rhys Hoskins",19600,45.2,2.3
"OAK","PHI","Elvis Andrus","Sean Murphy","Bryce Harper","Rhys Hoskins",19700,45.2,2.3
"OAK","PHI","Elvis Andrus","Seth Brown","Bryce Harper","Rhys Hoskins",18300,45.2,2.5
"PHI","SF","Nick Castellanos","Rhys Hoskins","Brandon Belt","Joc Pederson",19900,45.2,2.3
"ARI","PHI","Carson Kelly","Christian Walker","Bryce Harper","J.T. Realmuto",18700,45.2,2.4
"PHI","SD","Bryce Harper","Nick Castellanos","Ha-Seong Kim","Trent Grisham",18900,45.2,2.4
"COL","PHI","Kris Bryant","Randal Grichuk","Bryce Harper","Rhys Hoskins",18900,45.2,2.4
"PHI","SF","J.T. Realmuto","Rhys Hoskins","Brandon Belt","Wilmer Flores",19800,45.2,2.3
"ARI","PHI","Carson Kelly","Daulton Varsho","Bryce Harper","Rhys Hoskins",18900,45.2,2.4
"HOU","PHI","Chas McCormick","Michael Brantley","Bryce Harper","Nick Castellanos",19200,45.2,2.4
"LAD","PHI","Gavin Lux","Will Smith","Bryce Harper","Nick Castellanos",19600,45.2,2.3
"PHI","WSH","Nick Castellanos","Rhys Hoskins","Cesar Hernandez","Nelson Cruz",19800,45.2,2.3
"LAD","PHI","Chris Taylor","Cody Bellinger","Bryce Harper","J.T. Realmuto",19000,45.2,2.4
"ARI","PHI","Christian Walker","Pavin Smith","Bryce Harper","Nick Castellanos",18400,45.2,2.5
"COL","PHI","Connor Joe","Kris Bryant","Bryce Harper","Jean Segura",18900,45.2,2.4
"PHI","SF","Nick Castellanos","Rhys Hoskins","Brandon Belt","Darin Ruf",19700,45.2,2.3
"ARI","PHI","David Peralta","Seth Beer","Bryce Harper","Rhys Hoskins",18700,45.2,2.4
"PHI","SF","Jean Segura","Nick Castellanos","Brandon Belt","Mike Yastrzemski",19900,45.2,2.3
"ARI","PHI","Daulton Varsho","Ketel Marte","Jean Segura","Nick Castellanos",19400,45.2,2.3
"OAK","PHI","Seth Brown","Sheldon Neuse","Bryce Harper","Nick Castellanos",18700,45.2,2.4
"MIL","PHI","Rowdy Tellez","Willy Adames","Bryce Harper","Nick Castellanos",19600,45.2,2.3
"CIN","PHI","Aristides Aquino","Tommy Pham","Bryce Harper","J.T. Realmuto",16600,45.2,2.7
"COL","PHI","Brendan Rodgers","Ryan McMahon","Bryce Harper","J.T. Realmuto",19900,45.2,2.3
"MIL","PHI","Lorenzo Cain","Rowdy Tellez","Bryce Harper","J.T. Realmuto",17800,45.2,2.5
"PHI","SD","Bryce Harper","J.T. Realmuto","Austin Nola","Ha-Seong Kim",18200,45.2,2.5
"PHI","SF","Bryce Harper","Rhys Hoskins","Mike Yastrzemski","Wilmer Flores",19600,45.2,2.3
"ARI","PHI","Sergio Alcantara","Seth Beer","Bryce Harper","J.T. Realmuto",17600,45.1,2.6
"LAA","PHI","Jared Walsh","Tyler Wade","Bryce Harper","J.T. Realmuto",18800,45.1,2.4
"OAK","PHI","Jed Lowrie","Sean Murphy","Bryce Harper","Jean Segura",19200,45.1,2.4
"OAK","PHI","Jed Lowrie","Seth Brown","Bryce Harper","Jean Segura",17800,45.1,2.5
"PHI","SF","Bryce Harper","Nick Castellanos","Joc Pederson","Wilmer Flores",19300,45.1,2.3
"LAA","PHI","Jared Walsh","Taylor Ward","Bryce Harper","J.T. Realmuto",19800,45.1,2.3
"CIN","PHI","Jonathan India","Tyler Stephenson","Bryce Harper","J.T. Realmuto",18300,45.1,2.5
"LAD","PHI","Cody Bellinger","Will Smith","Bryce Harper","Rhys Hoskins",18800,45.1,2.4
"OAK","PHI","Chad Pinder","Jed Lowrie","Bryce Harper","Nick Castellanos",18800,45.1,2.4
"PHI","TB","Bryce Harper","J.T. Realmuto","Ji-Man Choi","Taylor Walls",18300,45.1,2.5
"PHI","WSH","Bryce Harper","Nick Castellanos","Keibert Ruiz","Lane Thomas",19200,45.1,2.3
"PHI","SF","Bryce Harper","J.T. Realmuto","Joc Pederson","Joey Bart",18100,45.1,2.5
"PHI","SF","Bryce Harper","Nick Castellanos","Darin Ruf","Wilmer Flores",19100,45.1,2.4
"PHI","WSH","Bryce Harper","Rhys Hoskins","Josh Bell","Lane Thomas",19500,45.1,2.3
"ARI","PHI","Christian Walker","David Peralta","Bryce Harper","Rhys Hoskins",18500,45.1,2.4
"LAA","PHI","Brandon Marsh","Jared Walsh","Bryce Harper","Nick Castellanos",19700,45.1,2.3
"LAA","PHI","Jared Walsh","Jo Adell","Bryce Harper","J.T. Realmuto",19800,45.1,2.3
"PHI","SD","Bryce Harper","Nick Castellanos","Austin Nola","Wil Myers",18900,45.1,2.4
"PHI","SD","Bryce Harper","Rhys Hoskins","Austin Nola","Manny Machado",19900,45.1,2.3
"PHI","TB","Bryce Harper","Kyle Schwarber","Brandon Lowe","Taylor Walls",19900,45.1,2.3
"ARI","PHI","David Peralta","Geraldo Perdomo","Bryce Harper","J.T. Realmuto",19000,45.1,2.4
"MIL","PHI","Kolten Wong","Rowdy Tellez","Bryce Harper","Nick Castellanos",18900,45.1,2.4
"OAK","PHI","Billy McKinney","Tony Kemp","Bryce Harper","Kyle Schwarber",17800,45.1,2.5
"OAK","PHI","Billy McKinney","Chad Pinder","Bryce Harper","J.T. Realmuto",17300,45.1,2.6
"MIL","PHI","Andrew McCutchen","Rowdy Tellez","Bryce Harper","Nick Castellanos",19200,45.1,2.3
"BAL","PHI","Cedric Mullins","Rougned Odor","Bryce Harper","J.T. Realmuto",19700,45.1,2.3
"COL","PHI","Connor Joe","Elias Diaz","Bryce Harper","J.T. Realmuto",19500,45,2.3
"PHI","SF","Bryce Harper","J.T. Realmuto","Darin Ruf","Joey Bart",17900,45,2.5
"PHI","TB","Bryce Harper","J.T. Realmuto","Kevin Kiermaier","Yandy Diaz",19300,45,2.3
"PHI","SD","Bryce Harper","Nick Castellanos","Austin Nola","Luke Voit",19100,45,2.4
"PHI","SD","Bryce Harper","Kyle Schwarber","Manny Machado","Wil Myers",19400,45,2.3
"ARI","PHI","Christian Walker","Sergio Alcantara","Bryce Harper","J.T. Realmuto",17400,45,2.6
"COL","PHI","C.J. Cron","Charlie Blackmon","Bryce Harper","Rhys Hoskins",19900,45,2.3
"PHI","WSH","Bryce Harper","Kyle Schwarber","Cesar Hernandez","Lane Thomas",18600,45,2.4
"LAA","PHI","Jose Rojas","Shohei Ohtani","Bryce Harper","Jean Segura",19200,45,2.3
"LAD","PHI","Chris Taylor","Will Smith","Bryce Harper","Kyle Schwarber",19800,45,2.3
"PHI","TB","Bryce Harper","J.T. Realmuto","Josh Lowe","Yandy Diaz",19200,45,2.3
"PHI","SD","Bryce Harper","Kyle Schwarber","Luke Voit","Manny Machado",19600,45,2.3
"PHI","SF","Bryce Harper","Matt Vierling","Brandon Belt","Mike Yastrzemski",18300,45,2.5
"ARI","PHI","Daulton Varsho","Ketel Marte","Bryce Harper","Matt Vierling",17800,45,2.5
"ARI","PHI","Daulton Varsho","Sergio Alcantara","Bryce Harper","Rhys Hoskins",17600,45,2.6
"CIN","PHI","Jonathan India","Tommy Pham","Bryce Harper","Nick Castellanos",18600,45,2.4
"COL","PHI","Brendan Rodgers","Charlie Blackmon","Bryce Harper","J.T. Realmuto",19500,45,2.3
"ARI","PHI","Carson Kelly","Ketel Marte","Bryce Harper","Jean Segura",19700,45,2.3
"ATL","PHI","Orlando Arcia","Ozzie Albies","Bryce Harper","J.T. Realmuto",18800,45,2.4
"LAA","PHI","Andrew Velazquez","Jared Walsh","Bryce Harper","J.T. Realmuto",18300,45,2.5
"NYM","PHI","Dominic Smith","Pete Alonso","Bryce Harper","J.T. Realmuto",19800,45,2.3
"OAK","PHI","Billy McKinney","Elvis Andrus","Bryce Harper","Nick Castellanos",18100,45,2.5
"PHI","WSH","Bryce Harper","Rhys Hoskins","Cesar Hernandez","Maikel Franco",18400,45,2.4
"PHI","SF","J.T. Realmuto","Nick Castellanos","Joc Pederson","Mike Yastrzemski",19300,45,2.3
"CIN","PHI","Tommy Pham","Tyler Stephenson","Bryce Harper","J.T. Realmuto",17300,45,2.6
"LAD","PHI","Cody Bellinger","Justin Turner","Bryce Harper","J.T. Realmuto",18800,45,2.4
"PHI","TB","Bryce Harper","Rhys Hoskins","Kevin Kiermaier","Wander Franco",19800,45,2.3
"PHI","SF","Bryce Harper","Didi Gregorius","Brandon Belt","Joc Pederson",19500,45,2.3
"ARI","PHI","Daulton Varsho","Pavin Smith","J.T. Realmuto","Nick Castellanos",18200,45,2.5
"COL","PHI","C.J. Cron","Randal Grichuk","Bryce Harper","Rhys Hoskins",19100,45,2.4
"MIL","PHI","Hunter Renfroe","Rowdy Tellez","Bryce Harper","Rhys Hoskins",18900,45,2.4
"OAK","PHI","Billy McKinney","Jed Lowrie","Bryce Harper","Rhys Hoskins",17900,45,2.5
"ATL","PHI","Austin Riley","Travis d'Arnaud","Bryce Harper","Nick Castellanos",19900,45,2.3
"COL","PHI","Brendan Rodgers","Kris Bryant","Bryce Harper","Rhys Hoskins",19600,45,2.3
"PHI","WSH","Bryce Harper","Matt Vierling","Juan Soto","Nelson Cruz",19800,45,2.3
"MIL","PHI","Christian Yelich","Jace Peterson","Bryce Harper","J.T. Realmuto",19700,45,2.3
"PHI","WSH","Bryce Harper","Kyle Schwarber","Nelson Cruz","Victor Robles",19100,45,2.4
"COL","PHI","C.J. Cron","Connor Joe","Bryce Harper","Jean Segura",19100,45,2.4
"ARI","PHI","Ketel Marte","Seth Beer","J.T. Realmuto","Kyle Schwarber",19700,44.9,2.3
"COL","PHI","Brendan Rodgers","Randal Grichuk","Bryce Harper","J.T. Realmuto",18700,44.9,2.4
"OAK","PHI","Billy McKinney","Sean Murphy","Bryce Harper","Kyle Schwarber",19000,44.9,2.4
"OAK","PHI","Billy McKinney","Seth Brown","Bryce Harper","Kyle Schwarber",17600,44.9,2.6
"PHI","WSH","Bryce Harper","J.T. Realmuto","Josh Bell","Victor Robles",19400,44.9,2.3
"PHI","TB","Bryce Harper","Rhys Hoskins","Josh Lowe","Wander Franco",19700,44.9,2.3
"COL","PHI","Jose Iglesias","Kris Bryant","Bryce Harper","J.T. Realmuto",19600,44.9,2.3
"PHI","SF","J.T. Realmuto","Nick Castellanos","Darin Ruf","Mike Yastrzemski",19100,44.9,2.4
"PHI","WSH","Bryce Harper","Didi Gregorius","Cesar Hernandez","Nelson Cruz",19400,44.9,2.3
"OAK","PHI","Sean Murphy","Tony Kemp","J.T. Realmuto","Rhys Hoskins",19400,44.9,2.3
"OAK","PHI","Seth Brown","Tony Kemp","J.T. Realmuto","Rhys Hoskins",18000,44.9,2.5
"PHI","WSH","Bryce Harper","Jean Segura","Alcides Escobar","Nelson Cruz",19700,44.9,2.3
"PHI","TB","J.T. Realmuto","Rhys Hoskins","Brandon Lowe","Kevin Kiermaier",19600,44.9,2.3
"PHI","SF","J.T. Realmuto","Jean Segura","Brandon Belt","Joc Pederson",18600,44.9,2.4
"PHI","SD","Bryce Harper","Nick Castellanos","Ha-Seong Kim","Wil Myers",18100,44.9,2.5
"PHI","SD","Bryce Harper","Rhys Hoskins","Ha-Seong Kim","Manny Machado",19100,44.9,2.4
"PHI","SF","Bryce Harper","Didi Gregorius","Brandon Belt","Darin Ruf",19300,44.9,2.3
"ARI","PHI","Ketel Marte","Sergio Alcantara","J.T. Realmuto","Nick Castellanos",19300,44.9,2.3
"PHI","SD","Bryce Harper","Rhys Hoskins","Trent Grisham","Wil Myers",18600,44.9,2.4
"PHI","TB","Bryce Harper","Jean Segura","Ji-Man Choi","Wander Franco",19700,44.9,2.3
"MIL","PHI","Christian Yelich","Omar Narvaez","Bryce Harper","J.T. Realmuto",19700,44.9,2.3
"OAK","PHI","Elvis Andrus","Tony Kemp","Bryce Harper","Kyle Schwarber",18500,44.9,2.4
"OAK","PHI","Chad Pinder","Elvis Andrus","Bryce Harper","J.T. Realmuto",18000,44.9,2.5
"PHI","SD","Bryce Harper","Nick Castellanos","Ha-Seong Kim","Jake Cronenworth",19200,44.9,2.3
"ARI","PHI","Carson Kelly","David Peralta","Bryce Harper","Nick Castellanos",19600,44.9,2.3
"ATL","PHI","Adam Duvall","Eddie Rosario","Bryce Harper","J.T. Realmuto",19100,44.9,2.4
"PHI","PIT","Bryce Harper","J.T. Realmuto","Bryan Reynolds","Diego Castillo",19600,44.9,2.3
"PHI","SD","Bryce Harper","Nick Castellanos","Ha-Seong Kim","Luke Voit",18300,44.9,2.5
"PHI","SD","Bryce Harper","Rhys Hoskins","Jake Cronenworth","Trent Grisham",19700,44.9,2.3
"PHI","TB","J.T. Realmuto","Rhys Hoskins","Brandon Lowe","Josh Lowe",19500,44.9,2.3
"PHI","WSH","J.T. Realmuto","Kyle Schwarber","Lane Thomas","Nelson Cruz",18800,44.9,2.4
"BAL","PHI","Cedric Mullins","Trey Mancini","Bryce Harper","Nick Castellanos",19800,44.9,2.3
"PHI","SD","Bryce Harper","Rhys Hoskins","Luke Voit","Trent Grisham",18800,44.9,2.4
"PHI","SF","Bryce Harper","Rhys Hoskins","Darin Ruf","Joc Pederson",18200,44.9,2.5
"PHI","WSH","J.T. Realmuto","Jean Segura","Cesar Hernandez","Nelson Cruz",18500,44.9,2.4
"PHI","SF","Bryce Harper","Rhys Hoskins","Mike Yastrzemski","Thairo Estrada",19900,44.9,2.3
"ATL","PHI","Adam Duvall","Marcell Ozuna","Bryce Harper","Nick Castellanos",19900,44.9,2.3
"PHI","TB","Bryce Harper","Nick Castellanos","Kevin Kiermaier","Mike Zunino",19900,44.9,2.3
"PHI","SF","Bryce Harper","Matt Vierling","Brandon Belt","Brandon Crawford",19300,44.9,2.3
"LAD","PHI","Edwin Rios","Trea Turner","Bryce Harper","Rhys Hoskins",19500,44.9,2.3
"PHI","SF","J.T. Realmuto","Jean Segura","Brandon Belt","Darin Ruf",18400,44.9,2.4
"PHI","SF","Bryce Harper","Jean Segura","Joc Pederson","Mike Yastrzemski",18400,44.9,2.4
"PHI","TB","J.T. Realmuto","Jean Segura","Brandon Lowe","Ji-Man Choi",19500,44.9,2.3
"ARI","PHI","Christian Walker","Seth Beer","Bryce Harper","Rhys Hoskins",18200,44.9,2.5
"PHI","SF","Bryce Harper","Nick Castellanos","Joc Pederson","Thairo Estrada",19600,44.9,2.3
"ARI","PHI","Geraldo Perdomo","Seth Beer","Bryce Harper","J.T. Realmuto",18700,44.9,2.4
"LAD","PHI","Chris Taylor","Edwin Rios","Bryce Harper","J.T. Realmuto",18000,44.9,2.5
"PHI","PIT","Bryce Harper","J.T. Realmuto","Jake Marisnick","Ke'Bryan Hayes",19000,44.9,2.4
"PHI","WSH","J.T. Realmuto","Rhys Hoskins","Maikel Franco","Nelson Cruz",18600,44.9,2.4
"ARI","PHI","Daulton Varsho","David Peralta","J.T. Realmuto","Rhys Hoskins",18300,44.9,2.5
"ARI","PHI","Ketel Marte","Pavin Smith","J.T. Realmuto","Rhys Hoskins",19300,44.9,2.3
"PHI","TB","Bryce Harper","Nick Castellanos","Josh Lowe","Mike Zunino",19800,44.9,2.3
"ARI","PHI","Daulton Varsho","Pavin Smith","Bryce Harper","Jean Segura",17300,44.8,2.6
"PHI","TB","Bryce Harper","J.T. Realmuto","Randy Arozarena","Taylor Walls",19400,44.8,2.3
"PHI","SF","Bryce Harper","J.T. Realmuto","Thairo Estrada","Wilmer Flores",19500,44.8,2.3
"ARI","PHI","Christian Walker","Ketel Marte","J.T. Realmuto","Kyle Schwarber",19500,44.8,2.3
"COL","PHI","Connor Joe","Ryan McMahon","Bryce Harper","Rhys Hoskins",19900,44.8,2.3
"PHI","WSH","Bryce Harper","J.T. Realmuto","Lane Thomas","Victor Robles",17900,44.8,2.5
"PHI","WSH","Bryce Harper","J.T. Realmuto","Alcides Escobar","Maikel Franco",19200,44.8,2.3
"PHI","SD","Bryce Harper","Jean Segura","Manny Machado","Trent Grisham",19300,44.8,2.3
"COL","PHI","Charlie Blackmon","Kris Bryant","Bryce Harper","Kyle Schwarber",19700,44.8,2.3
"LAD","PHI","Cody Bellinger","Freddie Freeman","Bryce Harper","Rhys Hoskins",19700,44.8,2.3
"MIL","PHI","Kolten Wong","Lorenzo Cain","Bryce Harper","Nick Castellanos",19300,44.8,2.3
"PHI","SF","Bryce Harper","Nick Castellanos","Darin Ruf","Thairo Estrada",19400,44.8,2.3
"OAK","PHI","Cristian Pache","Jed Lowrie","Bryce Harper","J.T. Realmuto",17900,44.8,2.5
"PHI","SF","Bryce Harper","Jean Segura","Darin Ruf","Mike Yastrzemski",18200,44.8,2.5
"MIL","PHI","Andrew McCutchen","Lorenzo Cain","Bryce Harper","Nick Castellanos",19600,44.8,2.3
"OAK","PHI","Sean Murphy","Seth Brown","J.T. Realmuto","Rhys Hoskins",19200,44.8,2.3
"ARI","PHI","Daulton Varsho","Ketel Marte","Kyle Schwarber","Rhys Hoskins",19700,44.8,2.3
"OAK","PHI","Elvis Andrus","Jed Lowrie","Bryce Harper","Rhys Hoskins",18600,44.8,2.4
"ARI","PHI","Ketel Marte","Sergio Alcantara","Bryce Harper","Jean Segura",18400,44.8,2.4
"ARI","PHI","Carson Kelly","Pavin Smith","Bryce Harper","J.T. Realmuto",18500,44.8,2.4
"LAD","PHI","Justin Turner","Will Smith","Bryce Harper","Kyle Schwarber",19600,44.8,2.3
"OAK","PHI","Elvis Andrus","Sean Murphy","Bryce Harper","Kyle Schwarber",19700,44.8,2.3
"OAK","PHI","Elvis Andrus","Seth Brown","Bryce Harper","Kyle Schwarber",18300,44.8,2.4
"OAK","PHI","Chad Pinder","Tony Kemp","Bryce Harper","Rhys Hoskins",18100,44.8,2.5
"PHI","SF","J.T. Realmuto","Rhys Hoskins","Brandon Belt","Steven Duggar",18800,44.8,2.4
"PHI","SF","Kyle Schwarber","Nick Castellanos","Brandon Belt","Joc Pederson",19900,44.8,2.3
"COL","PHI","C.J. Cron","Kris Bryant","J.T. Realmuto","Rhys Hoskins",19600,44.8,2.3
"PHI","SD","Bryce Harper","J.T. Realmuto","Jurickson Profar","Trent Grisham",18400,44.8,2.4
"COL","PHI","Randal Grichuk","Ryan McMahon","Bryce Harper","Nick Castellanos",19600,44.8,2.3
"HOU","PHI","Chas McCormick","Yuli Gurriel","Bryce Harper","Nick Castellanos",19300,44.8,2.3
"LAD","PHI","Edwin Rios","Will Smith","Bryce Harper","Rhys Hoskins",17800,44.8,2.5
"COL","PHI","Kris Bryant","Randal Grichuk","Bryce Harper","Kyle Schwarber",18900,44.8,2.4
"LAA","PHI","Jared Walsh","Jose Rojas","Bryce Harper","Rhys Hoskins",18700,44.8,2.4
"PHI","SF","J.T. Realmuto","Kyle Schwarber","Brandon Belt","Wilmer Flores",19800,44.8,2.3
"ARI","PHI","Carson Kelly","Daulton Varsho","Bryce Harper","Kyle Schwarber",18900,44.8,2.4
"ARI","PHI","Christian Walker","Geraldo Perdomo","Bryce Harper","J.T. Realmuto",18500,44.8,2.4
"PHI","WSH","Kyle Schwarber","Nick Castellanos","Cesar Hernandez","Nelson Cruz",19800,44.8,2.3
"OAK","PHI","Jed Lowrie","Sheldon Neuse","Bryce Harper","Nick Castellanos",19000,44.7,2.4
"PHI","SF","Bryce Harper","Jean Segura","Brandon Crawford","Joc Pederson",19400,44.7,2.3
"ATL","PHI","Adam Duvall","Dansby Swanson","Bryce Harper","J.T. Realmuto",19200,44.7,2.3
"PHI","SF","Kyle Schwarber","Nick Castellanos","Brandon Belt","Darin Ruf",19700,44.7,2.3
"ARI","PHI","David Peralta","Seth Beer","Bryce Harper","Kyle Schwarber",18700,44.7,2.4
"PHI","SF","Bryce Harper","Rhys Hoskins","Mike Yastrzemski","Steven Duggar",18600,44.7,2.4
"PHI","WSH","Bryce Harper","Rhys Hoskins","Cesar Hernandez","Keibert Ruiz",19200,44.7,2.3
"ARI","PHI","Daulton Varsho","Geraldo Perdomo","Bryce Harper","Rhys Hoskins",18700,44.7,2.4
"MIL","PHI","Hunter Renfroe","Lorenzo Cain","Bryce Harper","Rhys Hoskins",19300,44.7,2.3
"OAK","PHI","Cristian Pache","Tony Kemp","Bryce Harper","Nick Castellanos",18200,44.7,2.5
"COL","PHI","Brendan Rodgers","C.J. Cron","Bryce Harper","Rhys Hoskins",19800,44.7,2.3
"LAD","PHI","Edwin Rios","Mookie Betts","Bryce Harper","Rhys Hoskins",19000,44.7,2.4
"PHI","SF","Bryce Harper","Nick Castellanos","Joc Pederson","Steven Duggar",18300,44.7,2.4
"MIL","PHI","Christian Yelich","Hunter Renfroe","Bryce Harper","Jean Segura",19900,44.7,2.2
"PHI","SD","Bryce Harper","Nick Castellanos","Jurickson Profar","Manny Machado",19600,44.7,2.3
"ARI","PHI","David Peralta","Sergio Alcantara","Bryce Harper","Nick Castellanos",18300,44.7,2.4
